token,0,1,sub
tcg_gen_mov_tl,7,13,6
target_fmt_lx,30,16,-14
sprn,4,9,5
powerpc_flag_bus_clk,3,1,-2
spr_read_generic,9,11,2
cpu_gpr,8,10,2
tcg_areg0,9,3,-6
nip,11,10,-1
cpu_fprintf,17,9,-8
meta-data,1,1,0
invalidate,35,9,-26
bdrv_invalidate_cache,2,4,2
bdrv_states,2,5,3
formats,8,7,-1
cluster_data,1,3,2
curle_ok,1,1,0
data.result,1,1,0
common.cb,8,12,4
common.opaque,8,11,3
msg-,3,2,-1
curl,7,6,-1
acbs,1,1,0
curl_easy_setopt,2,4,2
curlaiocb,2,1,-1
curl_num_acb,2,2,0
curl_read_cb,1,1,0
sect,3,1,-2
tcg_cond_eq,12,11,-1
tb-,54,10,-44
tbd,3,6,3
option_enabled,2,2,0
tcg_gen_brcondi_i32,9,5,-4
tb_invalidate_phys_page_range,9,4,-5
label,22,8,-14
next_pc,3,2,-1
tcg_cond_ne,8,8,0
lcount,1,2,1
rri8_imm8,1,1,0
has_option,4,4,0
xtensa_tbflag_excm,1,2,1
tcg_const_i32,34,18,-16
lend,4,2,-2
gen_wsr_lend,1,1,0
gen_jumpi_check_loop_end,2,2,0
xtensa_option_loop,1,2,1
sr,23,18,-5
gen_jumpi,1,1,0
gen_helper_wsr_lend,1,1,0
lbeg,1,2,1
env1,11,8,-3
cpu_single_env,14,9,-5
is_exec,4,1,-3
do_unassigned_access,4,1,-3
qemu_noreturn,4,5,1
cpu_unassigned_access,3,1,-2
current_dev,1,1,0
current_req,1,1,0
l2_table_cache,6,6,0
next_in_flight,3,2,-1
qcow2_cache_put,2,6,4
nv,3,1,-2
asc,12,5,-7
ide_atapi_cmd_error,2,4,2
cd,16,7,-9
ide_atapi_cmd,2,2,0
asc_medium_may_have_changed,1,1,0
that's,3,1,-2
asc_medium_not_present,1,2,1
sense_unit_attention,1,1,0
sense_not_ready,1,3,2
sense_key,1,2,1
lan9118,2,1,-1
smc91c111,1,1,0
done_smc,1,1,0
tcg_temp_free_i32,25,19,-6
0x24,6,8,2
stop,67,33,-34
remapped,2,1,-1
0x64,7,1,-6
0x05,16,8,-8
modified,20,12,-8
io_buffer,8,4,-4
0x14,14,7,-7
hflags,26,12,-14
0x06,20,6,-14
0x03,28,10,-18
190,1,1,0
cycle,6,4,-2
0x45,2,2,0
sectors,53,23,-30
0x46,5,2,-3
if_mtu,1,1,0
slirp_msize,1,1,0
mbuf,3,1,-2
mce,10,3,-7
bank,16,5,-11
kvm_x86_mce,3,1,-2
mcg_cap,8,2,-6
kvm_irqchip_in_kernel,16,7,-9
excp12_mchk,2,1,-1
mce.addr,1,1,0
mce.mcg_status,1,1,0
kvm_mp_state_runnable,4,1,-3
mce.misc,1,1,0
kvm_x86_set_mce,2,1,-1
~cpu_interrupt_mce,1,1,0
exception_injected,1,3,2
halted,19,15,-4
mp_state,6,2,-4
mce.status,1,1,0
mcg_status,6,4,-2
kvm_cpu_synchronize_state,2,2,0
has_error_code,2,3,1
cpu_interrupt_mce,2,1,-1
kvm_cap_mce,1,1,0
mce_banks,3,1,-2
bank_num,2,1,-1
kvm_has_vcpu_events,1,2,1
triple,4,2,-2
interrupt_request,24,9,-15
mci_status_val,5,1,-4
qemu_system_reset_request,6,4,-2
fault,31,10,-21
vhost_net,5,3,-2
constructor,6,3,-3
get_name,2,2,0
collect,2,5,3
libs=,10,1,-9
libs,29,10,-19
namespace,21,2,-19
-h,5,5,0
mutex_unlock,2,1,-1
mutex_lock,2,1,-1
wmb,1,3,2
__attribute__,32,20,-12
fmt=,1,2,1
headers,21,14,-7
rounding,7,5,-2
secs_per_cyl,1,1,0
calculate_geometry,1,1,0
total_size,13,11,-2
cyls,11,3,-8
behaviour,19,10,-9
-efbig,8,16,8
cyls_times_heads,1,1,0
increase,8,13,5
pcap_vc-,1,1,0
.cleanup,3,2,-1
qemu_new_vlan_client,1,3,2
nc,25,10,-15
qemu_new_net_client,1,1,0
hdr.snaplen,1,1,0
net_dump_cleanup,1,1,0
pcap_caplen,1,1,0
qemu_malloc,36,22,-14
info_str,2,2,0
dump_receive,1,1,0
pcap_vc,1,1,0
vlan,15,8,-7
vlanclientstate,10,7,-3
hdr,22,12,-10
0644,5,3,-2
host_state.bus,2,2,0
pci_create_simple,4,3,-1
_d,3,2,-1
qdev_prop_uint32,1,2,1
.offset,20,7,-13
_f,13,6,-7
define_prop_default,3,1,-2
typeof_field,4,1,-3
define_prop_taddr,1,1,0
qdev_prop_taddr,1,1,0
_defval,1,1,0
define_prop_uint64,13,4,-9
type_check,1,1,0
qdev_prop_ptr,3,1,-2
.defval,1,1,0
qdev_prop_pci_devfn,1,1,0
define_prop_uint32,36,5,-31
_n,7,2,-5
_name,3,2,-1
define_prop,2,2,0
_type,10,1,-9
_field,16,1,-15
interface,83,22,-61
pci_class_device,3,2,-1
pci_header_type,8,2,-6
pci_status,2,4,2
writeable,1,2,1
qemu_get_buffer,7,12,5
pci_capability_list,2,2,0
wmask,10,1,-9
pci_class_prog,1,1,0
pci_revision_id,12,1,-11
pci_device_id,6,2,-4
handshake,4,5,1
.bdrv,2,1,-1
drives_table,2,1,-1
if_ide,8,3,-5
nb_nics,8,2,-6
kvm_cap_destroy_memory_region_works,2,2,0
awk,4,2,-2
-x,10,3,-7
kvmerr,1,1,0
kvm_api_version,1,1,0
kvmerr=,1,1,0
os_cflags,3,3,0
kvm_cap_set_tss_addr,1,2,1
kvm=,2,1,-1
tmpe,13,9,-4
kvm_cap_user_memory,2,2,0
arch_cflags,12,7,-5
kvm_cflags,2,1,-1
immediately,26,19,-7
stat_pio_mask,1,1,0
defer,4,5,1
implemented\n,5,6,1
complete,64,43,-21
esp_rstat,1,2,1
unhandled,6,3,-3
rregs,1,2,1
ti_bufsz,2,3,1
0x07,17,6,-11
ti_size,1,1,0
esp,10,5,-5
2.2x,1,1,0
u-boot,3,1,-2
images\n,1,1,0
hdr-,13,4,-9
implement,57,17,-40
-lz,1,2,1
cflags,45,16,-29
ldflags,8,5,-3
tcg_gen_movi_i64,14,2,-12
cpu_ir,4,3,-1
ra,31,16,-15
ohcistate,1,3,2
ohci,5,6,1
ohci-,3,6,3
qemu_register_reset,17,10,-7
ohci_reset,1,2,1
t0,56,38,-18
ifm,2,2,0
m_free,1,2,1
movl,2,1,-1
1\n,3,1,-2
0\n,8,4,-4
asm,14,8,-6
a=,1,1,0
0x12345678,3,2,-1
-10s,3,2,-1
0x9b,1,1,0
next_byte,1,1,0
prefix_fwait,1,1,0
prefixes,7,2,-5
aware,2,4,2
.max_threads,1,1,0
disappear,1,2,1
confusing,1,2,1
1.4.0,3,1,-2
1.5.0,1,1,0
iov_to_buf,6,6,0
data.data,1,2,1
niov,15,18,3
task,9,13,4
iov-,2,4,2
qemu_iovec_to_buf,2,1,-1
libiscsi,2,7,5
data.size,1,2,1
libiscsi_feature_iovector,2,2,0
itask.task,3,1,-2
clone,1,6,5
worst,1,1,0
triggered,18,7,-11
throttling,18,8,-10
incremental,3,5,2
disconnecting,2,2,0
growing,2,3,1
vnc_disconnect_start,1,4,3
reach,9,1,-8
x2,4,2,-2
exceeded,3,3,0
hard,12,6,-6
incorrectly,8,3,-5
malicious,1,1,0
vncstate,9,12,3
factor,1,2,1
framebuffer,10,4,-6
hopefully,2,2,0
stops,10,3,-7
x3,1,2,1
bound,13,5,-8
conservative,2,1,-1
issuing,7,4,-3
cc_op_dynamic,4,3,-1
cancel_cmd,1,1,0
handle_request,1,2,1
get_tpm_version,1,1,0
cpu_interrupt_exittb,3,3,0
qemu_mutex_iothread_locked,2,4,2
cpu_interrupt,15,4,-11
getpc,16,13,-3
s390_env_get_cpu,16,2,-14
qemu_coroutine_yield,15,9,-6
block_job_resume,2,2,0
aio_co_wake,3,4,1
//p,5,2,-3
iops_wr,10,4,-6
couple,4,2,-2
drive=,2,1,-1
iops_rd,10,4,-6
.......,2,3,1
null-aio,1,2,1
dummy,24,8,-16
bps,12,4,-8
query-block,3,2,-1
........,1,3,2
device_add,6,6,0
block_set_io_throttle,1,2,1
conv_keys=false,1,2,1
50,13,7,-6
virtio-scsi-pci,2,2,0
driver=,3,3,0
id=,14,4,-10
iops,14,4,-10
eject,1,3,2
virtio-scsi-ccw,1,1,0
insert,6,5,-1
bps_wr,10,4,-6
device_del,4,3,-1
attach,7,2,-5
dev0,2,2,0
bps_rd,10,3,-7
throttletimers,1,1,0
tt,7,4,-3
tgm-,1,2,1
throttle_state,8,2,-6
\x00\x00\x00\x10\x00\x00\x00\x00,1,1,0
covered,9,6,-3
refcount_block_cache,5,11,6
offset_into_cluster,7,3,-4
rt_offset+8,1,1,0
-',3,1,-2
shrink,2,4,2
qcow2_signal_corruption,6,6,0
corruption,6,18,12
hide,3,2,-1
refblock,5,4,-1
discarding,2,4,2
marking,9,10,1
critical,10,7,-3
1048576,3,7,4
qcow2cache,3,2,-1
imgopts='refcount_bits=1,1,1,0
refblocks,3,1,-2
32m,4,4,0
reftable,3,4,1
pci_irq_nrs,1,1,0
sysbus_connect_irq,16,3,-13
irqn,1,1,0
42,35,8,-27
qdev_get_gpio_in,8,3,-5
mpic,3,2,-1
ppce500params,1,2,1
fatal,9,15,6
maybe,8,6,-2
fw_max_size,1,4,3
exit_failure,22,13,-9
slof,4,4,0
provided,61,25,-36
cs_base,22,6,-16
cota,1,1,0
tb_gen_code,5,3,-2
g.,1,1,0
emulation,62,22,-40
translationblock,25,8,-17
chance,11,8,-3
taken,26,12,-14
tb_jmp_cache,2,2,0
desired,7,6,-1
tb_htable_lookup,1,1,0
exec/poison.h,1,1,0
need_cpu_h,11,1,-10
exec/exec-all.h,4,4,0
locks,10,6,-4
threaded,2,1,-1
tb_lookup__cpu_state,1,1,0
longjmp,4,5,1
cpu_get_tb_cpu_state,4,2,-2
nops,1,3,2
mmap_lock,5,5,0
translated,16,5,-11
emilio,1,1,0
tb_jmp_cache_hash_func,1,1,0
inside,24,14,-10
braap.org,1,1,0
mmap_unlock,6,6,0
tmp=,2,1,-1
test_dir,4,8,4
settings,17,7,-10
-g,6,4,-2
screwed,1,1,0
tty,3,1,-2
aborting,1,6,5
things,19,13,-6
-d,19,9,-10
default_alias_machine=,1,1,0
secret,14,3,-11
image-opts,4,4,0
id=keysec0,3,1,-2
mkdir,11,5,-6
-machine,14,9,-5
default_machine=,1,1,0
source_iotests/sample_images,1,1,0
test_dir=,2,2,0
sample_img_dir=,1,2,1
qemu_prog,12,6,-6
imgoptssyntax,3,2,-1
imgkeysecret,3,1,-2
-z,19,22,3
common.config,2,3,1
qemu_img_extra_args=,1,1,0
qemu_img_extra_args,1,2,1
export,35,15,-20
data=,3,3,0
/scratch,1,1,0
sch-,13,4,-9
cstat,1,2,1
scsw_stctl_status_pend,1,1,0
cpa,2,1,-1
channel_prog,2,1,-1
channel,28,11,-17
hard_vcpus_limit,1,1,0
kvm_vm_check_extension,6,3,-3
kvm_recommended_vcpus,1,1,0
nc++,1,1,0
warn_report,1,4,3
soft_vcpus_limit,2,1,-1
kvm_max_vcpus,2,2,0
kvm_cap_nr_vcpus,2,1,-1
object_property_iter_next,1,1,0
object_property_iter_init,1,1,0
object_get_root,3,2,-1
/dr-connector,1,1,0
strstart,20,7,-13
iter,13,7,-6
container_get,4,2,-2
object_property_get_link,4,2,-2
objectproperty,7,1,-6
objectpropertyiterator,1,1,0
end-of-file,2,1,-1
non-blocking,2,3,1
yielding,1,2,1
storing,13,6,-7
populated,8,2,-6
content,13,9,-4
partial,16,10,-6
qiochannel,4,5,1
reported,11,16,5
referenced,6,5,-1
buflen,10,10,0
behaves,2,3,1
configuring,5,6,1
unisolate,3,1,-2
fragment,6,4,-2
spapr_drc_state_physical_configured,1,1,0
repeatedly,1,2,1
fdt_start_offset,3,1,-2
ccs_depth,1,1,0
spapr_drc_state_physical_unisolate,1,1,0
ccs_offset,1,1,0
spapr_drc_state_logical_configured,1,1,0
fdt_offset_next,1,1,0
configure-connector,1,1,0
-u,11,7,-4
-ne,3,6,3
memory_region_init_rom_nomigrate,1,1,0
memory_region_init_rom,3,1,-2
clz64,4,3,-1
undefined,16,12,-4
target_bs,3,2,-1
bdrv_o_no_backing,6,5,-1
bdrv_o_snapshot,2,3,1
arg-,4,2,-2
bdrv_o_copy_on_read,1,2,1
array_get,3,1,-2
direntry,3,1,-2
subdirectory,1,1,0
vtd_switch_address_space_all,1,1,0
dynamically,5,3,-2
iommu,37,10,-27
turned,1,4,3
on/off,5,1,-4
dirty_memory_block_size,1,1,0
openpicstate,2,2,0
vmstate_uint8_equal,1,1,0
vmstate_int32_equal,2,3,1
vmstate_uint16_equal,1,2,1
fdctrl,8,4,-4
inputs,7,2,-5
queue_size,3,1,-2
vmstate_uint32_equal,2,1,-1
nb_cpus,3,4,1
virtiogpu,1,2,1
nirq,3,1,-2
vmsvga_state_s,1,5,4
conf.max_outputs,2,3,1
qint,13,5,-8
qbool,4,3,-1
hook,10,3,-7
management,14,6,-8
sufficiently,2,5,3
spr_pvr,3,5,2
powerpccpuclass,12,6,-6
vhyp,3,3,0
operating,10,5,-5
pvr,9,6,-3
exact,6,6,0
powerpc_cpu_get_class,7,6,-1
determined,8,3,-5
type_powerpc_cpu,6,1,-5
vmstate_uint32,31,5,-26
pvr_match,2,2,0
spr_cb,1,4,3
similar,22,5,-17
transition,8,1,-7
pcc-,18,7,-11
pcc,13,6,-7
architected,1,1,0
134217728/134217728,1,2,1
test_img=,18,10,-8
128k,5,7,2
2016-2017,3,4,1
33554432,2,1,-1
alignment,36,18,-18
29,22,11,-11
64k,21,27,6
v3,1,3,2
0.10,3,2,-1
test_img.base,15,7,-8
geometries,1,1,0
67108864,6,6,0
max-transfer,1,1,0
backing_file=test_dir/t.imgfmt.base,4,4,0
discarded,7,3,-4
quick,19,10,-9
owner=eblake,1,2,1
size=128m,6,5,-1
zeroes,15,8,-7
constrained,1,1,0
alignments,1,2,1
size=134217728,10,5,-5
'test_dir/t.imgfmt.base,10,6,-4
corner,2,3,1
herecurr,13,5,-8
qr,8,1,-7
realfile,7,2,-5
/\b,7,2,-5
spt-,2,1,-1
python=/path/to/python,1,3,2
2.6,3,4,1
compiled,7,6,-1
python=,2,1,-1
shell,11,5,-6
sys.exit,8,8,0
evaluates,1,2,1
conditional,19,5,-14
sys,8,6,-2
blockdriverinfo,3,2,-1
bdrv_req_may_unmap,7,3,-4
bdrv_get_info,4,3,-1
nr_sectors,1,5,4
bdi,3,3,0
buffer_is_zero,4,2,-2
bdi.cluster_size,1,2,1
blk_pwrite,2,3,1
device_get_hotplugged,1,1,0
device_set_hotplugged,1,1,0
hotplugged,8,10,2
cid,2,3,1
socket_address_kind_vsock,2,1,-1
arm_tbflag_handler,1,1,0
v7m.exception,7,6,-1
v7m_handler_mode,3,1,-2
21,22,15,-7
0x01ff,1,1,0
itr,3,2,-1
header.size,1,4,3
retval,17,13,-4
dd,2,4,2
backing_options,1,2,1
qtype_qdict,25,12,-13
arg_obj,1,2,1
qerr_qmp_bad_input_object_member,2,3,1
arg_name,1,4,3
addi,4,4,0
tcg_gen_addi_tl,4,3,-1
int16_t,12,12,0
gen_goto_tb,8,1,-7
better,28,12,-16
solution,6,2,-4
optimizing,2,2,0
volatile,19,13,-6
no-op,5,5,0
block/aio.h,6,2,-4
timer_free,8,5,-3
policy,4,2,-2
g_memdup,7,6,-1
ptimer_state,2,1,-1
at_removedir,1,4,3
local_post_create_passthrough,3,3,0
v9fs_string_sprintf,2,8,6
sm_local_dir_mode_bits,3,1,-2
fullname,8,6,-2
v9fsstring,11,10,-1
v9fs_string_free,3,8,5
v9fs_sm_none,5,4,-1
credp,9,7,-2
v9fs_sm_passthrough,4,4,0
dir_path-,1,4,3
mkdirat,2,4,2
fullname.data,7,5,-2
v9fs_string_init,2,7,5
err_end,4,5,1
local_set_xattr,8,6,-2
v9fs_sm_mapped,4,4,0
local_set_mapped_file_attr,1,6,5
fc_mode|s_ifdir,1,1,0
verify_read,10,5,-5
lock_user,4,4,0
lock_user_string,1,5,4
efault,7,6,-1
target_sigset_t,2,4,2
frame-,11,7,-4
loops,10,5,-5
go,47,24,-23
faulting,1,1,0
psw_mask_pstate,3,3,0
psw_addr,2,3,1
heuristic,3,1,-2
dat,1,1,0
exceptions,24,11,-13
psw_mask_asc,5,2,-3
psw_mask,2,1,-1
endless,2,2,0
env.psa,1,3,2
psw_mask_dat,2,1,-1
ldq_phys,6,2,-4
psw,4,3,-1
enter_pgmcheck,3,4,1
pgm_operation,2,2,0
instr,1,2,1
postfix,2,2,0
error_free_or_abort,3,13,10
g_assert_cmpuint,5,8,3
strtoull,8,5,-3
qemu_opt_get_number,13,8,-5
object_check,30,13,-17
-softmmu,4,2,-2
mips,19,3,-16
libfdt.h,5,5,0
hw/boards.h,9,7,-2
1000000,11,5,-6
parent_obj,20,14,-6
uart,1,5,4
charbackend,6,3,-3
hw/char/serial.h,1,2,1
hw/ide/pci.h,1,2,1
qemu-common.h,63,19,-44
chr_event_opened,2,3,1
mipscpsstate,3,2,-1
exec/address-spaces.h,10,6,-4
hw/mips/cps.h,1,2,1
hw/hw.h,15,10,-5
0x48,6,4,-2
ub,3,4,1
0xf,56,23,-33
aarch64,22,9,-13
development,1,4,3
hw/loader.h,4,5,1
48,23,9,-14
40,30,11,-19
obj-,48,17,-31
sysemu/char.h,2,2,0
serialstate,4,3,-1
qemu_log_mask,43,27,-16
0x44,4,4,0
boston,4,4,0
imagination,3,3,0
g_byte,1,4,3
hwaddr_prix,20,11,-9
sysemu/qtest.h,10,4,-6
log_unimp,9,10,1
0x2c,9,7,-2
platform,17,4,-13
rcu_register_thread,1,1,0
qemu_wait_io_event_common,2,1,-1
tcg_cpu_exec,3,1,-2
tcg_halt_cond,2,1,-1
qemu_cpu_cond,1,1,0
handle_icount_deadline,1,1,0
tcg_kick_vcpu_timer,1,1,0
cpu_can_run,3,1,-2
excp_debug,15,3,-12
halt_cond,2,1,-1
parallel_cpus,9,1,-8
qemu_thread_create,11,3,-8
qemu_thread_get_self,3,2,-1
cpu_next,3,1,-2
start-up,1,1,0
qemuthread,15,5,-10
safe,38,29,-9
rr,3,1,-2
qemu_tcg_mttcg_enabled,1,1,0
cpu_exec,9,3,-6
cpu_thread_is_idle,2,1,-1
tcg_cpu_thread,2,1,-1
can_do_io,3,1,-2
thread_name,2,1,-1
multi-threaded,3,2,-1
thread_kicked,1,2,1
qemu_get_thread_id,4,1,-3
qemu_thread_joinable,7,3,-4
deep,1,2,1
kicked,1,1,0
qemu_tcg_cpu_thread_fn,1,1,0
qemu_tcg_wait_io_event,2,1,-1
def_helper_flags_2,7,3,-4
cy,1,3,2
tcg_gen_shri_tl,6,7,1
srca,1,2,1
tcg_gen_deposit_tl,2,3,1
exception_index,39,22,-17
uintptr_t,73,30,-43
supervisor,3,3,0
tcg_gen_or_tl,4,9,5
tcg_gen_xor_tl,1,7,6
tcg_call_no_wg,5,4,-1
tcg_cond_ltu,1,2,1
target_long_bits,8,9,1
tcg_gen_andi_tl,9,8,-1
openrisccpu,2,3,1
target_long,11,3,-8
tcg_gen_and_tl,2,9,7
tcg_gen_setcond_tl,1,4,3
carry,6,4,-2
cpu_loop_exit_restore,4,3,-1
tcg_gen_andc_tl,1,5,4
mutex-,1,4,3
pthread_mutex_t,4,2,-2
holding,3,8,5
qemu_get_current_aio_context,2,4,2
comutex,6,2,-4
qemu/processor.h,1,1,0
artificially,3,1,-2
wakeup,4,6,2
cpu_relax,1,1,0
co-,4,5,1
smp_read_barrier_depends,3,1,-2
shorter,2,2,0
atomic_fetch_inc,1,1,0
mutex,26,14,-12
happens,29,22,-7
introduce,1,2,1
faster,5,2,-3
qemu_build_bug_on,20,12,-8
glue,23,5,-18
qemu_build_bug_on_struct,1,1,0
fw_cfg_add_i32,6,3,-3
kernel_size,6,12,6
fw_cfg_init_mem,1,2,1
0x2e,6,3,-3
isadevice,7,7,0
rtc,7,4,-3
i8042,3,1,-2
7.8125,1,1,0
cmos,3,1,-2
isa_create,3,3,0
load_image_targphys,4,10,6
checksums,2,1,-1
isabus,3,7,4
fw_cfg_cmdline_size,1,1,0
kvm_ppc.h,8,4,-4
601,4,3,-1
fw_cfg,30,16,-14
0xfc,7,3,-4
fw_cfg_ram_size,2,1,-1
cpu_ppc_init,3,1,-2
qdev_create,20,8,-12
kernel_load_addr,3,4,1
fw_cfg_kernel_cmdline,1,1,0
hervé,1,1,0
0x2f,7,5,-2
bios_filename,2,5,3
openbios,6,3,-3
isa_bus,7,5,-2
initrd_base,6,4,-2
cmdline,15,14,-1
fw_cfg_initrd_addr,1,1,0
fw_cfg_cmdline_data,1,1,0
fw_cfg_boot_device,1,2,1
initrd_size,6,8,2
frequency,10,3,-7
fw_cfg_add_i16,1,3,2
audio_init,2,1,-1
powerpc_flag_rtc_clk,1,1,0
kernel_base,4,2,-2
cpu_ppc_tb_init,2,1,-1
fw_cfg_initrd_size,2,1,-1
qdev_get_child_bus,2,1,-1
poussineau,2,3,1
ram-size,1,1,0
bios_name,7,7,0
100ul,2,1,-1
qbus_walk_children,1,1,0
initrd_load_addr,1,3,2
fw_cfg_kernel_size,1,1,0
kernel_filename,9,8,-1
cs4231a,1,1,0
checksum,27,9,-18
fw_cfg_boot_set,1,1,0
fw_cfg_max_cpus,2,1,-1
rtc_set_memory,2,2,0
0xc0,15,7,-8
iobase,3,3,0
powerpc,31,16,-15
mc146818rtc,1,1,0
object_property_add_child,24,4,-20
1000ul,2,1,-1
fw_cfg_kernel_addr,1,1,0
initrd,1,7,6
pci_devfn,9,2,-7
pci_vga_init,5,1,-4
time-base,1,1,0
initrd_filename,4,5,1
kernel_cmdline,7,5,-2
qdev_connect_gpio_out,4,2,-2
boot_order,3,2,-1
6xx,1,1,0
7812500ul,1,1,0
ppc6xx_input_int,1,1,0
nvram,5,4,-1
boot_device,5,5,0
max_cpus,37,9,-28
src_len,1,4,3
max_len,7,6,-1
fn,16,14,-2
eventnotifier,12,7,-5
polling,8,7,-1
monitoring,2,1,-1
ppoll,2,1,-1
aiohandler,8,2,-6
event_notifier_get_fd,7,3,-4
walking_handlers++,5,1,-4
freeing,8,7,-1
eventnotifierhandler,1,3,2
iohandler,10,1,-9
aio_set_event_notifier,7,3,-4
registered,24,8,-16
aio_handlers,8,2,-6
attempted,5,2,-3
callbacks,31,13,-18
aio_notify,13,7,-6
aio_set_fd_handler,8,1,-7
scsi_disk_dma_reqops,1,2,1
concerned,3,1,-2
backup_start,2,2,0
job_id,2,2,0
blockdev_on_error_report,1,3,2
.commit,1,3,2
driver-,6,2,-4
backupblockjob,4,3,-1
belong,2,3,1
.clean,1,1,0
callback,55,29,-26
invoked,9,8,-1
pixman_format_bpp,1,2,1
g-,9,8,-1
hostmem,6,4,-2
define_prop_size,1,1,0
conditionally,3,2,-1
bcl,2,1,-1
ide,16,8,-8
0.,3,5,2
byte_count_limit,1,1,0
ide_abort_command,2,1,-1
check_ready,2,3,1
0xf8,7,3,-4
signalling,3,1,-2
proper,17,8,-9
identify,8,4,-4
implies,9,6,-3
core.c,1,1,0
validity,7,2,-5
permit,33,17,-16
0xbe,1,3,2
nondata,1,2,1
exempt,3,1,-2
atapi_dma,1,1,0
125,5,2,-3
atapi,4,1,-3
transferring,1,1,0
addressspacedispatch,4,1,-3
atomic_rcu_set,6,4,-2
asidx,1,3,2
cpu_ases,1,3,2
runstate,5,4,-1
incoming,11,10,-1
old_state,1,3,2
recover,4,4,0
migration_incoming_get_current,4,2,-2
migrate_set_state,2,4,2
migration_status_completed,3,3,0
migration_incoming_co,1,1,0
migrationincomingstate,4,5,1
migration_status_colo,3,2,-1
failover,1,2,1
incorrect,23,13,-10
mis,4,4,0
autostart,3,5,2
spapr_memory_block_size,1,2,1
ov5_hp_evt,1,2,1
csum,12,2,-10
wb,4,4,0
special,44,23,-21
un.sun_path,2,2,0
calling,35,17,-18
qemu_socket,4,4,0
getsockname,3,5,2
sock_stream,9,5,-4
qio_channel_socket_new,3,1,-2
bind,12,9,-3
qiochannelsocket,5,2,-3
sockaddr_un,4,1,-3
af_unix,4,1,-3
localaddr,1,3,2
un,2,1,-1
sockaddr,11,6,-5
listen,17,9,-8
un.sun_family,1,1,0
pf_unix,3,3,0
divider,2,4,2
phb_placement,1,1,0
type_spapr_pci_host_bridge,4,2,-2
naturally,2,1,-1
qemu_align_up,4,8,4
stacked,1,2,1
64kib,1,1,0
mmio_offset,1,1,0
max_index,3,2,-1
outbound,2,1,-1
contiguous,11,2,-9
stringify,17,8,-9
splitting,4,3,-1
mmio32,2,1,-1
kernels,10,9,-1
phb_base,1,1,0
relying,2,2,0
placement,1,1,0
mmio64,1,1,0
gib,4,3,-1
spapr_pci_mem32_win_size,1,3,2
phb's,1,1,0
manual,7,7,0
mem64_win_size,2,1,-1
2gib,1,3,2
name.data,2,4,2
always_inline,3,5,2
num_sg,3,3,0
abi_long,15,11,-4
corresponds,7,2,-5
v9,1,2,1
follow,9,8,-1
page-aligned,1,3,2
hwcaps,1,1,0
cpusparcstate,5,3,-2
raddr,23,13,-10
arg6,1,3,2
arg5,4,7,3
cpush4state,3,4,1
0x40000,8,4,-4
arg4,10,7,-3
libc,4,4,0
architectures,3,2,-1
sparc,10,2,-8
dump_write,1,1,0
qom/,1,1,0
mname,3,4,1
g_main_loop_unref,3,3,0
main_loop,3,2,-1
json_message_parser_destroy,1,4,3
groups,11,3,-8
is_static,2,1,-1
xcc,4,2,-2
definition,32,5,-27
emulates,8,2,-6
lowest,4,6,2
s390cpudef,2,1,-1
s390cpuclass,4,1,-3
s390_cpu_get_class,4,1,-3
xcc-,4,2,-2
